UNITNUM,COUNTYNAME,COUNTY,VTDNAME,VTDCODE,TOT_POP,TOT_WHITE,TOT_BLACK,TOT_ASIAN,TOT_AMIND,TOT_OTHER,TOT_HISPANIC,VAP_TOTAL,VAP_WHITE,VAP_BLACK,VAP_ASIAN,VAP_AMIND,VAP_OTHER,VAP_HISPANIC,REG_TOTAL_25_12,REG_WHITE_25_12,REG_BLACK_25_12,REG_OTHER_25_12,REG_DEM_TOTAL_25_12,REG_DEM_WHITE_25_12,REG_DEM_BLACK_25_12,REG_DEM_OTHER_25_12,REG_REP_TOTAL_25_12,REG_REP_WHITE_25_12,REG_REP_BLACK_25_12,REG_REP_OTHER_25_12,REG_OTH_TOTAL_25_12,REG_OTH_WHITE_25_12,REG_OTH_BLACK_25_12,REG_OTH_OTHER_25_12
3191,Jefferson,051,68,22051000068,1989,1330,224,35,55,345,410,1612,1126,145,29,43,269,309,996,803,71,122,240,176,41,23,405,367,0,38,351,260,30,61
3197,Jefferson,051,69,22051000069,1097,820,59,34,26,158,182,881,689,32,26,22,112,123,667,581,15,71,164,139,8,17,294,275,1,18,209,167,6,36
3232,Jefferson,051,7,22051000007,1220,885,79,62,16,178,233,947,714,41,47,11,134,162,740,563,39,138,177,116,23,38,309,271,1,37,254,176,15,63
3150,Jefferson,051,7-G,220510007-G,1746,295,1183,22,37,209,242,1388,251,948,12,35,142,157,777,153,546,78,511,53,433,25,76,50,13,13,190,50,100,40
3003,Jefferson,051,7-H,220510007-H,785,710,3,17,6,49,56,674,615,0,13,6,40,43,678,637,2,39,132,121,1,10,340,332,0,8,206,184,1,21
895,Jefferson,051,7-KA,22051007-KA,1952,966,247,206,26,507,583,1466,763,171,154,20,358,410,1125,682,110,333,257,95,75,87,486,404,3,79,382,183,32,167
894,Jefferson,051,7-KB,22051007-KB,2402,1066,597,99,45,595,775,1897,878,449,81,36,453,560,1012,484,227,301,375,117,166,92,274,201,7,66,363,166,54,143
3011,Jefferson,051,7-W,220510007-W,1767,1040,521,41,51,114,178,1413,892,356,30,44,91,133,921,696,163,62,316,180,119,17,319,302,4,13,286,214,40,32
3074,Jefferson,051,70,22051000070,1798,858,585,61,48,246,331,1458,780,427,37,26,188,238,700,391,202,107,283,108,141,34,206,168,7,31,211,115,54,42
3217,Jefferson,051,71,22051000071,2608,2054,125,96,27,306,357,2090,1689,81,72,20,228,266,1567,1403,46,118,311,255,28,28,894,853,0,41,362,295,18,49
3238,Jefferson,051,72,22051000072,1296,939,108,36,47,166,252,1072,821,74,27,37,113,186,662,553,34,75,168,126,27,15,260,244,0,16,234,183,7,44
3084,Jefferson,051,73,22051000073,2786,1805,529,97,41,314,413,2328,1564,410,74,31,249,318,1443,1170,147,126,375,250,97,28,644,607,5,32,424,313,45,66
3220,Jefferson,051,74,22051000074,2672,1100,881,98,35,558,786,2056,951,603,81,30,391,570,968,642,204,122,319,158,132,29,349,313,9,27,300,171,63,66
3088,Jefferson,051,75,22051000075,1249,894,112,35,32,176,216,1038,770,87,27,26,128,154,639,512,55,72,193,129,40,24,244,226,0,18,202,157,15,30
3244,Jefferson,051,76,22051000076,3644,1435,1130,119,60,900,1172,2818,1218,855,97,47,601,796,1066,709,222,135,358,161,160,37,414,381,2,31,294,167,60,67
3109,Jefferson,051,77,22051000077,1894,1273,199,51,35,336,452,1483,1043,125,36,31,248,325,1004,836,57,111,237,179,33,25,437,411,5,21,330,246,19,65
3108,Jefferson,051,78,22051000078,3559,1443,1316,206,52,542,696,2878,1240,1040,185,39,374,474,1203,740,328,135,448,180,229,39,373,345,4,24,382,215,95,72
3089,Jefferson,051,79,22051000079,826,719,29,12,6,60,72,696,625,19,8,3,41,52,590,545,8,37,114,106,5,3,301,285,0,16,175,154,3,18
3233,Jefferson,051,8,22051000008,913,621,44,65,17,166,178,715,498,32,46,15,124,126,565,456,24,85,138,102,17,19,242,220,0,22,185,134,7,44
3172,Jefferson,051,8-G,220510008-G,1394,477,488,64,23,342,401,1106,420,392,52,17,225,267,519,207,204,108,233,52,156,25,128,92,2,34,158,63,46,49
3015,Jefferson,051,8-H,220510008-H,1410,1253,10,28,29,90,113,1148,1036,3,18,26,65,75,1112,1040,10,62,171,165,2,4,642,614,3,25,299,261,5,33
3049,Jefferson,051,8-K,220510008-K,3244,1441,649,301,37,816,941,2399,1181,421,198,27,572,650,1385,752,256,377,438,152,174,112,452,359,9,84,495,241,73,181
3245,Jefferson,051,80,22051000080,1148,848,66,24,21,189,217,923,730,37,20,15,121,147,581,491,28,62,158,125,19,14,254,236,0,18,169,130,9,30
3110,Jefferson,051,81,22051000081,791,659,29,11,13,79,106,666,563,19,8,11,65,82,449,394,14,41,105,84,10,11,188,179,0,9,156,131,4,21
3226,Jefferson,051,82,22051000082,2387,1286,563,121,39,378,445,1992,1126,471,96,27,272,325,996,732,169,95,297,157,118,22,386,362,4,20,313,213,47,53
3113,Jefferson,051,83,22051000083,586,464,23,6,19,74,80,501,416,16,6,16,47,56,389,342,19,28,98,76,14,8,158,151,1,6,133,115,4,14
3075,Jefferson,051,84,22051000084,1146,749,114,36,40,207,247,914,642,67,23,29,153,174,562,472,22,68,132,100,15,17,260,244,0,16,170,128,7,35
3040,Jefferson,051,85,22051000085,1515,1068,174,163,9,101,120,1264,914,138,123,7,82,99,792,631,90,71,212,126,67,19,362,344,4,14,218,161,19,38
3072,Jefferson,051,86,22051000086,1070,802,31,26,24,187,223,907,695,24,22,17,149,172,556,482,10,64,111,87,9,15,257,240,0,17,188,155,1,32
3118,Jefferson,051,87,22051000087,967,834,13,24,11,85,78,808,718,8,21,10,51,50,676,627,9,40,147,131,6,10,344,331,0,13,185,165,3,17
3206,Jefferson,051,88,22051000088,836,739,33,13,8,43,59,661,597,23,6,8,27,43,569,517,10,42,105,88,6,11,304,290,1,13,160,139,3,18
3086,Jefferson,051,89,22051000089,1096,933,37,41,15,70,103,887,776,23,26,12,50,72,776,726,1,49,137,127,0,10,403,385,0,18,236,214,1,21
3060,Jefferson,051,9,22051000009,2945,1158,1014,147,59,567,735,2263,997,732,96,41,397,528,935,512,213,210,329,113,141,75,274,233,4,37,332,166,68,98
3178,Jefferson,051,9-G,220510009-G,2421,899,705,83,75,659,797,1790,736,522,55,55,422,520,779,474,192,113,276,103,143,30,255,230,3,22,248,141,46,61
3004,Jefferson,051,9-H,220510009-H,831,729,17,11,18,56,59,678,606,14,2,17,39,38,542,485,11,46,115,99,6,10,282,265,1,16,145,121,4,20
3050,Jefferson,051,9-K,220510009-K,1045,616,94,162,13,160,199,864,535,69,131,8,121,153,631,433,51,147,132,70,29,33,290,261,1,28,209,102,21,86
3099,Jefferson,051,90,22051000090,1058,916,33,25,13,71,84,853,748,18,22,8,57,65,690,640,7,43,124,113,4,7,336,321,0,15,230,206,3,21
3126,Jefferson,051,91,22051000091,951,816,27,9,6,93,102,775,673,22,9,3,68,79,579,536,14,29,116,102,7,7,292,285,1,6,171,149,6,16
3121,Jefferson,051,92,22051000092,669,618,1,5,6,39,41,508,476,1,1,6,24,28,482,457,2,23,68,63,2,3,289,280,0,9,125,114,0,11
3024,Jefferson,051,93,22051000093,825,707,8,36,4,70,52,644,567,2,22,1,52,36,582,542,1,39,68,66,0,2,380,366,0,14,134,110,1,23
3112,Jefferson,051,94,22051000094,1090,1004,12,17,4,53,57,778,726,6,10,2,34,39,826,769,3,54,124,114,2,8,487,468,0,19,215,187,1,27
3122,Jefferson,051,95,22051000095,1122,980,20,28,11,83,92,853,756,18,20,6,53,62,857,778,13,66,156,136,5,15,435,418,0,17,266,224,8,34
3123,Jefferson,051,96,22051000096,539,492,4,4,6,33,36,389,353,1,3,6,26,28,440,404,2,34,66,58,1,7,236,229,0,7,138,117,1,20
3125,Jefferson,051,97,22051000097,707,627,5,15,4,56,53,591,530,3,15,2,41,38,600,558,6,36,112,95,5,12,331,322,0,9,157,141,1,15
3231,Jefferson,051,98,22051000098,1563,1362,41,21,7,132,153,1370,1224,31,11,3,101,121,1108,1034,7,67,234,211,2,21,570,548,0,22,304,275,5,24
3076,Jefferson,051,99,22051000099,866,660,58,33,16,99,129,766,603,47,28,12,76,101,473,423,16,34,122,99,8,15,179,173,0,6,172,151,8,13
3249,Jefferson,051,ZZZZZZ,22051ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Jefferson Davis,053,1,22053000001,1714,1363,313,4,18,16,18,1308,1071,212,2,13,10,14,894,746,129,19,294,188,100,6,359,349,7,3,241,209,22,10
239,Jefferson Davis,053,10,22053000010,2429,2255,63,17,37,57,63,1727,1620,36,9,28,34,40,1606,1542,32,32,288,268,18,2,909,888,2,19,409,386,12,11
4547,Jefferson Davis,053,10A,2205300010A,458,415,18,5,9,11,11,343,318,11,0,7,7,11,306,287,13,6,52,43,9,0,180,175,1,4,74,69,3,2
241,Jefferson Davis,053,12,22053000012,1274,1048,126,7,37,56,55,943,768,99,4,27,45,28,756,658,70,28,195,134,58,3,364,347,4,13,197,177,8,12
245,Jefferson Davis,053,13,22053000013,992,501,411,10,45,25,26,749,387,314,7,23,18,14,593,325,246,22,289,80,199,10,142,134,5,3,162,111,42,9
242,Jefferson Davis,053,14,22053000014,1596,1352,200,0,17,27,21,1182,1023,131,0,12,16,14,1246,1059,151,36,253,139,107,7,669,652,5,12,324,268,39,17
243,Jefferson Davis,053,16,22053000016,762,540,187,4,11,20,30,574,397,149,3,8,17,22,478,330,137,11,173,67,103,3,195,185,4,6,110,78,30,2
4546,Jefferson Davis,053,16A,2205300016A,84,69,8,2,2,3,4,68,60,5,2,0,1,1,46,44,1,1,9,8,1,0,28,27,0,1,9,9,0,0
246,Jefferson Davis,053,17,22053000017,279,258,6,0,9,6,4,208,192,6,0,9,1,2,200,180,7,13,28,23,4,1,115,107,0,8,57,50,3,4
244,Jefferson Davis,053,18,22053000018,528,462,32,4,18,12,17,406,357,24,4,14,7,14,296,275,12,9,62,55,6,1,168,163,2,3,66,57,4,5
249,Jefferson Davis,053,19,22053000019,2417,1860,497,10,16,34,48,1774,1395,337,7,13,22,34,1353,1057,260,36,421,220,195,6,561,545,5,11,371,292,60,19
230,Jefferson Davis,053,2,22053000002,1291,1176,76,2,12,25,23,973,913,34,2,5,19,21,643,607,22,14,158,144,11,3,292,285,2,5,193,178,9,6
248,Jefferson Davis,053,20,22053000020,677,524,125,1,7,20,17,541,421,101,0,4,15,11,375,308,64,3,116,61,54,1,163,159,2,2,96,88,8,0
247,Jefferson Davis,053,21,22053000021,1800,1394,348,7,17,34,32,1340,1081,213,2,14,30,25,937,840,79,18,228,170,55,3,445,434,3,8,264,236,21,7
240,Jefferson Davis,053,23,22053000023,2694,2362,206,14,46,66,67,1967,1748,136,7,30,46,44,1685,1530,117,38,354,270,82,2,865,840,7,18,466,420,28,18
4549,Jefferson Davis,053,23B,2205300023B,376,362,3,0,8,3,7,289,279,2,0,5,3,7,330,317,8,5,61,56,4,1,189,184,2,3,80,77,2,1
228,Jefferson Davis,053,3,22053000003,827,741,48,8,21,9,22,618,568,24,4,16,6,14,387,378,1,8,93,92,1,0,215,210,0,5,79,76,0,3
231,Jefferson Davis,053,4,22053000004,1120,1044,54,2,8,12,8,829,783,33,0,5,8,7,721,682,32,7,152,132,19,1,369,365,2,2,200,185,11,4
232,Jefferson Davis,053,5,22053000005,1700,769,882,2,12,35,28,1229,598,602,1,8,20,16,845,368,458,19,410,58,347,5,224,210,11,3,211,100,100,11
4554,Jefferson Davis,053,5A,2205300005A,168,42,124,2,0,0,1,140,41,99,0,0,0,1,116,35,81,0,76,14,62,0,17,16,1,0,23,5,18,0
233,Jefferson Davis,053,6,22053000006,1523,1173,276,14,24,36,46,1137,928,162,10,16,21,28,738,636,82,20,175,121,46,8,343,334,5,4,220,181,31,8
234,Jefferson Davis,053,7,22053000007,2702,2287,305,42,27,41,33,2038,1777,190,30,16,25,18,1486,1313,116,57,322,240,76,6,759,735,5,19,405,338,35,32
235,Jefferson Davis,053,8,22053000008,1991,884,999,9,25,74,79,1502,696,733,6,19,48,52,809,355,435,19,416,101,312,3,153,138,12,3,240,116,111,13
4553,Jefferson Davis,053,8A,2205300008A,435,255,141,8,13,18,16,383,226,122,8,11,16,11,108,96,8,4,22,17,5,0,51,51,0,0,35,28,3,4
238,Jefferson Davis,053,9A,2205300009A,425,356,44,2,7,16,19,328,284,22,1,6,15,16,247,229,11,7,51,44,7,0,127,122,2,3,69,63,2,4
237,Jefferson Davis,053,9B,2205300009B,1988,1574,345,7,26,36,39,1443,1190,209,2,16,26,24,1128,1018,88,22,259,197,58,4,576,563,6,7,293,258,24,11
1177,Lafayette,055,1,22055000001,2759,1929,698,19,37,76,73,2041,1500,456,8,26,51,48,1653,1229,358,66,500,215,267,18,716,689,10,17,437,325,81,31
1174,Lafayette,055,10,22055000010,1595,816,479,9,13,278,291,1206,683,335,9,5,174,187,629,430,158,41,209,96,100,13,233,220,1,12,187,114,57,16
1270,Lafayette,055,100,22055000100,1838,1472,233,41,21,71,90,1432,1194,150,22,17,49,63,1208,1021,127,60,207,112,87,8,684,649,7,28,317,260,33,24
1283,Lafayette,055,101,22055000101,1451,1212,106,26,31,76,78,1138,981,67,10,18,62,60,1414,1288,65,61,165,117,43,5,873,845,0,28,376,326,22,28
1267,Lafayette,055,102,22055000102,2487,1745,458,92,42,150,176,1619,1178,272,65,24,80,94,1236,904,241,91,256,98,145,13,591,547,8,36,389,259,88,42
1327,Lafayette,055,103,22055000103,1895,1447,270,106,22,50,58,1360,1054,196,63,8,39,50,1027,814,159,54,200,99,93,8,542,508,15,19,285,207,51,27
1323,Lafayette,055,104,22055000104,2390,1891,202,125,39,133,129,1747,1417,125,81,36,88,98,1934,1664,166,104,311,190,101,20,1070,1025,3,42,553,449,62,42
1339,Lafayette,055,105,22055000105,2119,1905,102,40,20,52,78,1568,1441,58,26,13,30,42,1853,1680,78,95,266,209,42,15,1099,1049,3,47,488,422,33,33
1356,Lafayette,055,106,22055000106,3061,2537,300,59,53,112,125,2211,1859,190,42,35,85,83,1828,1557,180,91,347,212,122,13,960,913,7,40,521,432,51,38
1266,Lafayette,055,107,22055000107,2666,2314,150,40,39,123,139,1961,1743,96,29,25,68,79,2023,1821,100,102,258,175,67,16,1246,1189,4,53,519,457,29,33
1268,Lafayette,055,108,22055000108,3289,2737,264,77,73,138,133,2277,1931,153,54,48,91,97,2071,1797,153,121,275,159,104,12,1235,1176,13,46,561,462,36,63
1324,Lafayette,055,109,22055000109,2825,2339,260,94,28,104,120,1992,1689,159,63,14,67,72,1988,1763,96,129,261,178,61,22,1169,1126,3,40,558,459,32,67
1158,Lafayette,055,11,22055000011,2803,1098,1515,50,29,111,122,2203,963,1098,34,27,81,82,1330,601,667,62,638,162,459,17,310,285,13,12,382,154,195,33
1282,Lafayette,055,110,22055000110,1968,1563,259,60,14,72,82,1454,1179,165,42,10,58,66,1345,1115,149,81,221,112,98,11,790,739,8,43,334,264,43,27
1326,Lafayette,055,111,22055000111,2359,1969,166,66,28,130,155,1655,1381,113,39,22,100,117,1477,1286,113,78,182,94,80,8,875,841,2,32,420,351,31,38
1154,Lafayette,055,112,22055000112,1870,1240,479,50,16,85,112,1432,978,338,40,12,64,72,1303,921,306,76,390,141,231,18,590,549,12,29,323,231,63,29
1175,Lafayette,055,113,22055000113,2506,980,937,31,26,532,574,1716,740,613,27,20,316,341,991,553,384,54,351,92,250,9,342,316,15,11,298,145,119,34
1190,Lafayette,055,114,22055000114,1006,820,111,16,16,43,58,713,601,67,8,9,28,32,487,439,34,14,83,56,23,4,245,238,2,5,159,145,9,5
1350,Lafayette,055,115,22055000115,2033,1581,306,24,34,88,122,1575,1279,192,12,25,67,88,1458,1233,149,76,241,140,95,6,829,784,10,35,388,309,44,35
1328,Lafayette,055,116,22055000116,3039,2174,448,155,61,201,246,2020,1493,269,90,36,132,161,1822,1401,290,131,319,119,181,19,982,917,16,49,521,365,93,63
1349,Lafayette,055,117,22055000117,2210,1764,204,86,45,111,125,1477,1196,126,56,34,65,74,1270,1074,111,85,208,128,65,15,658,633,0,25,404,313,46,45
1351,Lafayette,055,118,22055000118,1678,1353,173,18,21,113,129,1120,913,107,8,20,72,85,1031,902,75,54,134,81,45,8,606,579,8,19,291,242,22,27
1188,Lafayette,055,119,22055000119,1151,972,106,13,11,49,56,869,755,64,9,5,36,37,718,662,31,25,148,121,22,5,393,383,0,10,177,158,9,10
1168,Lafayette,055,12,22055000012,1873,1272,512,15,21,53,63,1516,1052,398,12,17,37,43,1301,850,398,53,454,150,289,15,503,476,10,17,344,224,99,21
1353,Lafayette,055,120,22055000120,2665,2134,292,64,48,127,159,2093,1708,202,56,37,90,116,1560,1406,71,83,225,176,34,15,941,903,5,33,394,327,32,35
1354,Lafayette,055,121,22055000121,1608,1370,98,33,24,83,108,1391,1197,77,27,24,66,94,1012,932,20,60,137,117,14,6,622,597,1,24,253,218,5,30
842,Lafayette,055,122,22055000122,1657,1177,364,26,29,61,77,1237,912,247,12,16,50,50,1052,828,182,42,231,104,119,8,527,502,10,15,294,222,53,19
847,Lafayette,055,123,22055000123,2580,1410,1012,40,19,99,102,1808,1068,623,28,15,74,72,1419,849,485,85,470,124,328,18,528,493,14,21,421,232,143,46
845,Lafayette,055,124,22055000124,1758,1414,213,16,19,96,116,1454,1193,162,15,12,72,92,1192,989,136,67,286,185,90,11,578,537,6,35,328,267,40,21
843,Lafayette,055,125,22055000125,2125,1766,99,130,21,109,119,1586,1344,73,85,21,63,72,1520,1334,59,127,223,158,43,22,905,855,2,48,392,321,14,57
841,Lafayette,055,126,22055000126,1957,1580,174,113,17,73,85,1458,1198,100,92,15,53,65,1381,1217,51,113,180,139,33,8,871,824,1,46,330,254,17,59
846,Lafayette,055,127,22055000127,2213,1601,403,71,26,112,162,1771,1321,299,49,24,78,117,1280,996,183,101,278,139,120,19,646,592,11,43,356,265,52,39
844,Lafayette,055,128,22055000128,2181,1802,165,61,43,110,114,1607,1353,119,24,36,75,87,1353,1212,79,62,241,174,52,15,727,704,5,18,385,334,22,29
1153,Lafayette,055,13,22055000013,1610,831,682,15,15,67,73,1265,696,504,8,12,45,46,996,516,441,39,476,132,337,7,275,248,13,14,245,136,91,18
6743,Lafayette,055,130,22055000130,28,18,10,0,0,0,1,8,8,0,0,0,0,1,9,7,0,2,2,1,0,1,5,5,0,0,2,1,0,1
7052,Lafayette,055,133,22055000133,1317,1069,117,71,11,49,63,1034,873,60,55,11,35,40,750,672,38,40,104,78,21,5,445,424,2,19,201,170,15,16
7050,Lafayette,055,134,22055000134,2481,1852,405,88,33,103,115,1695,1288,262,60,25,60,77,1809,1419,272,118,314,107,183,24,925,880,10,35,570,432,79,59
7051,Lafayette,055,135,22055000135,1693,1394,142,71,31,55,100,1142,958,87,40,18,39,72,1018,886,75,57,137,68,57,12,627,605,3,19,254,213,15,26
6745,Lafayette,055,136,22055000136,2211,1745,285,58,30,93,113,1525,1217,188,37,22,61,77,1951,1602,245,104,315,137,163,15,1078,1027,9,42,558,438,73,47
1160,Lafayette,055,14,22055000014,1640,362,1178,17,17,66,80,1164,308,798,11,7,40,49,747,195,513,39,421,51,357,13,108,87,16,5,218,57,140,21
1152,Lafayette,055,15,22055000015,764,63,684,0,1,16,14,602,53,539,0,1,9,8,447,32,398,17,341,10,321,10,19,10,9,0,87,12,68,7
1159,Lafayette,055,16,22055000016,1080,268,792,1,4,15,19,794,239,540,1,1,13,13,550,127,400,23,352,47,294,11,60,44,13,3,138,36,93,9
1310,Lafayette,055,17,22055000017,1826,120,1655,1,7,43,39,1188,105,1050,1,3,29,26,795,70,695,30,517,28,478,11,65,23,37,5,213,19,180,14
1309,Lafayette,055,18,22055000018,1414,90,1296,4,4,20,28,1060,74,964,4,3,15,19,778,16,742,20,567,4,552,11,20,3,17,0,191,9,173,9
1163,Lafayette,055,19,22055000019,1750,96,1617,4,9,24,36,1313,77,1208,4,6,18,25,909,38,842,29,629,10,606,13,59,19,38,2,221,9,198,14
1156,Lafayette,055,2,22055000002,2096,1530,464,22,33,47,68,1588,1173,342,14,28,31,34,1328,1052,239,37,311,150,153,8,682,661,9,12,335,241,77,17
1162,Lafayette,055,20,22055000020,1621,315,1242,11,8,45,53,1264,286,939,9,7,23,26,1187,189,955,43,818,69,729,20,86,63,19,4,283,57,207,19
1166,Lafayette,055,21,22055000021,1129,169,916,2,2,40,44,818,150,641,2,2,23,25,571,86,474,11,366,28,333,5,51,35,15,1,154,23,126,5
1307,Lafayette,055,22,22055000022,725,39,661,10,1,14,20,554,38,502,9,1,4,10,349,16,314,19,248,10,231,7,15,3,10,2,86,3,73,10
1308,Lafayette,055,23,22055000023,1028,68,900,7,16,37,49,788,62,694,5,10,17,25,469,17,439,13,344,6,332,6,19,4,13,2,106,7,94,5
1274,Lafayette,055,24,22055000024,2123,201,1748,12,13,149,167,1517,161,1238,12,8,98,104,1012,95,883,34,672,31,630,11,63,29,31,3,277,35,222,20
1169,Lafayette,055,25,22055000025,1184,683,193,22,22,264,283,880,564,115,14,18,169,180,464,378,61,25,93,55,37,1,205,194,4,7,166,129,20,17
1172,Lafayette,055,26,22055000026,1305,772,405,10,19,99,106,1016,639,290,8,16,63,65,611,395,192,24,231,82,143,6,221,206,8,7,159,107,41,11
1187,Lafayette,055,27,22055000027,1199,729,306,9,27,128,140,895,585,208,9,19,74,78,583,420,146,17,218,112,102,4,212,199,7,6,153,109,37,7
1189,Lafayette,055,28,22055000028,3185,2511,443,16,40,175,204,2400,1929,308,10,26,127,148,2001,1714,213,74,392,240,144,8,1063,1027,11,25,546,447,58,41
1170,Lafayette,055,29,22055000029,1574,1121,296,23,39,95,121,1180,873,189,18,29,71,77,942,832,81,29,168,108,51,9,515,498,7,10,259,226,23,10
1184,Lafayette,055,3,22055000003,2390,1793,473,14,28,82,91,1716,1357,291,7,21,40,44,1295,1054,192,49,321,185,126,10,590,567,6,17,384,302,60,22
1173,Lafayette,055,30,22055000030,1699,1133,350,56,19,141,188,1338,969,227,41,14,87,124,959,732,155,72,271,159,97,15,393,362,7,24,295,211,51,33
1179,Lafayette,055,31,22055000031,2677,1290,827,97,50,413,477,1893,988,519,69,36,281,311,1141,828,219,94,301,133,143,25,508,464,12,32,332,231,64,37
1180,Lafayette,055,32,22055000032,2735,1798,522,86,43,286,329,2222,1506,413,61,28,214,242,1478,1088,268,122,436,217,190,29,610,567,10,33,432,304,68,60
1171,Lafayette,055,33,22055000033,2184,1700,177,138,37,132,157,1670,1349,108,105,29,79,92,1581,1292,140,149,307,181,104,22,816,764,1,51,458,347,35,76
1182,Lafayette,055,34,22055000034,3848,2363,661,457,38,329,378,2919,1856,451,352,30,230,267,2087,1491,340,256,477,208,218,51,941,850,17,74,669,433,105,131
1178,Lafayette,055,35,22055000035,2681,1496,737,19,32,397,439,1998,1222,477,12,30,257,276,1265,966,218,81,346,186,139,21,493,464,12,17,426,316,67,43
1181,Lafayette,055,36,22055000036,3237,2302,620,28,48,239,238,2394,1713,450,16,40,175,170,1857,1391,389,77,504,216,275,13,853,808,20,25,500,367,94,39
1186,Lafayette,055,37,22055000037,3806,2907,556,51,77,215,254,2636,2078,348,24,60,126,142,1997,1642,271,84,383,202,170,11,991,957,11,23,623,483,90,50
1193,Lafayette,055,38,22055000038,1705,1159,394,69,23,60,109,1356,987,269,54,15,31,64,1026,748,183,95,285,145,119,21,417,379,7,31,324,224,57,43
1191,Lafayette,055,39,22055000039,3814,1947,1270,278,56,263,332,3223,1763,947,249,48,216,266,1105,677,329,99,416,168,212,36,288,264,5,19,401,245,112,44
1167,Lafayette,055,4,22055000004,2974,1246,1586,20,22,100,132,2101,994,1019,14,14,60,82,1581,783,731,67,665,119,521,25,459,425,21,13,457,239,189,29
1312,Lafayette,055,40,22055000040,1183,617,425,25,18,98,115,916,529,276,23,14,74,85,604,436,140,28,193,99,88,6,200,190,3,7,211,147,49,15
1196,Lafayette,055,41,22055000041,1844,1096,463,85,30,170,215,1437,890,332,73,23,119,155,842,538,204,100,282,121,135,26,255,224,11,20,305,193,58,54
1197,Lafayette,055,42,22055000042,1803,1059,490,73,27,154,170,1533,938,385,57,24,129,140,849,585,198,66,305,168,118,19,240,215,7,18,304,202,73,29
1322,Lafayette,055,43,22055000043,1453,899,338,47,39,130,191,1188,794,239,41,28,86,130,728,585,97,46,183,121,53,9,319,297,8,14,226,167,36,23
1321,Lafayette,055,44,22055000044,1431,778,412,42,19,180,203,1108,654,272,32,16,134,141,643,482,119,42,176,95,72,9,251,243,1,7,216,144,46,26
1194,Lafayette,055,45,22055000045,1901,1046,531,85,42,197,248,1484,903,350,65,34,132,172,816,575,159,82,223,118,89,16,283,263,6,14,310,194,64,52
1195,Lafayette,055,46,22055000046,831,612,109,25,35,50,72,682,531,64,25,31,31,48,488,420,32,36,147,119,23,5,197,183,0,14,144,118,9,17
1313,Lafayette,055,47,22055000047,1278,963,156,28,22,109,110,1027,817,102,21,13,74,78,799,704,56,39,204,153,39,12,342,327,3,12,253,224,14,15
1192,Lafayette,055,48,22055000048,1148,890,191,23,5,39,52,1016,781,179,23,3,30,41,678,550,87,41,179,122,50,7,241,227,4,10,258,201,33,24
1311,Lafayette,055,49,22055000049,1403,1215,89,11,14,74,74,1135,1005,51,7,8,64,62,968,897,23,48,273,246,13,14,383,371,3,9,312,280,7,25
1165,Lafayette,055,5,22055000005,1350,493,773,28,8,48,59,1003,392,554,14,7,36,39,683,242,400,41,358,54,292,12,151,126,15,10,174,62,93,19
7889,Lafayette,055,50,22055000050,1463,820,420,19,26,178,205,1078,669,274,13,15,107,119,746,570,144,32,220,106,107,7,321,312,2,7,205,152,35,18
1306,Lafayette,055,51,22055000051,1469,136,1255,8,17,53,76,1101,119,937,6,6,33,53,650,76,540,34,438,23,400,15,38,17,19,2,174,36,121,17
1315,Lafayette,055,52,22055000052,1241,220,982,1,6,32,47,963,193,738,1,4,27,36,533,106,408,19,326,32,289,5,55,38,14,3,152,36,105,11
1275,Lafayette,055,53,22055000053,1120,175,913,4,5,23,36,833,150,662,4,2,15,26,575,75,477,23,418,36,372,10,42,30,11,1,115,9,94,12
1316,Lafayette,055,54,22055000054,1346,51,1266,10,7,12,22,909,39,851,8,5,6,16,488,13,450,25,354,5,332,17,18,2,16,0,116,6,102,8
1305,Lafayette,055,55,22055000055,1934,668,1172,14,17,63,87,1488,563,871,8,8,38,59,995,345,605,45,543,84,445,14,204,166,31,7,248,95,129,24
1273,Lafayette,055,56,22055000056,1338,161,1163,5,4,5,26,1103,158,936,2,3,4,19,793,57,703,33,570,19,541,10,53,19,20,14,170,19,142,9
1199,Lafayette,055,57,22055000057,1247,236,934,6,16,55,69,940,211,684,3,13,29,37,556,117,410,29,354,42,294,18,40,29,9,2,162,46,107,9
1331,Lafayette,055,58,22055000058,1581,86,1444,9,13,29,35,1169,71,1073,6,6,13,14,779,45,713,21,541,12,518,11,34,14,19,1,204,19,176,9
1317,Lafayette,055,59,22055000059,663,323,307,13,10,10,12,511,259,232,8,3,9,11,470,255,181,34,173,29,139,5,187,169,7,11,110,57,35,18
1157,Lafayette,055,6,22055000006,2576,1684,712,17,24,139,156,1865,1292,447,12,15,99,98,1586,1087,421,78,495,167,309,19,676,639,13,24,415,281,99,35
1318,Lafayette,055,60,22055000060,1170,555,577,5,4,29,36,1000,489,480,5,4,22,24,577,298,249,30,255,72,175,8,138,118,12,8,184,108,62,14
1161,Lafayette,055,63,22055000063,625,108,482,3,4,28,29,489,104,358,3,4,20,22,379,64,300,15,252,19,226,7,37,26,8,3,90,19,66,5
1155,Lafayette,055,64,22055000064,731,285,405,3,5,33,41,542,247,270,2,3,20,27,463,289,160,14,131,31,98,2,203,192,8,3,129,66,54,9
